ID,일자,토크 수,댓글 수,조회 수,공유 수,좋아요 수
ID_020,2020-07-10,48,65,102278,2,230
ID_020,2020-07-11,53,71,110664,2,249
ID_020,2020-07-12,56,77,124882,2,274
ID_020,2020-07-13,57,78,128745,2,282
ID_020,2020-07-14,60,81,139269,2,302
ID_020,2020-07-15,62,86,143294,2,310
ID_020,2020-07-16,63,86,143301,2,310
ID_020,2020-07-17,65,91,150100,2,324
ID_020,2020-07-20,66,91,154445,2,336
ID_020,2020-07-21,70,94,167853,2,364
ID_020,2020-07-23,73,98,172811,2,378
ID_020,2020-07-24,74,101,176929,2,386
ID_020,2020-07-26,75,101,176936,2,386
ID_020,2020-07-27,77,104,180655,2,400
ID_020,2020-07-28,83,111,190046,2,426
ID_020,2020-07-29,85,112,194591,2,437
ID_020,2020-07-30,86,113,195568,2,444
ID_020,2020-07-31,90,117,205326,2,470
ID_020,2020-08-02,91,119,210115,2,485
ID_020,2020-08-03,92,122,212899,2,495
ID_020,2020-08-04,93,123,217572,2,508
ID_020,2020-08-06,94,123,217622,2,508
ID_020,2020-08-10,96,127,226452,2,535
ID_020,2020-08-12,98,128,231676,2,549
ID_020,2020-08-28,99,128,236230,2,560
ID_020,2020-08-31,100,129,236232,2,560
ID_020,2020-09-29,101,129,236233,2,560
ID_021,2020-06-22,1,3,3585,0,5
ID_021,2020-06-25,3,5,11751,0,21
ID_021,2020-06-27,5,16,17194,0,37
ID_021,2020-07-03,7,24,26080,0,54
ID_021,2020-07-06,10,24,26116,0,54
ID_021,2020-07-12,11,28,30379,0,63
ID_021,2020-07-18,12,29,34453,0,70
ID_021,2020-07-22,13,30,34454,0,70
ID_021,2020-08-16,14,31,36522,0,84
ID_021,2020-08-31,15,34,40396,0,99
ID_021,2020-09-04,16,34,40408,0,99
ID_021,2021-01-18,17,34,43342,0,100
ID_022,2020-06-26,2,1,9199,0,14
ID_022,2020-06-27,3,1,9225,0,14
ID_022,2020-06-29,5,1,18311,0,26
ID_022,2020-07-01,13,14,37868,1,51
ID_022,2020-07-02,20,17,37925,1,56
ID_022,2020-07-03,23,17,42083,1,65
ID_022,2020-07-04,24,22,46498,1,73
ID_022,2020-07-06,26,26,50856,1,85
ID_022,2020-07-07,27,27,54896,1,93
ID_022,2020-07-08,30,35,65428,1,115
ID_022,2020-07-09,31,36,67550,1,120
ID_022,2020-07-10,32,36,67551,1,120
ID_022,2020-07-11,34,44,74059,1,136
ID_022,2020-07-13,39,50,87861,1,170
ID_022,2020-07-14,42,55,96554,1,194
ID_022,2020-07-16,44,55,98924,1,200
ID_022,2020-07-17,46,58,106192,1,218
ID_022,2020-07-18,49,60,113410,1,234
ID_022,2020-07-19,52,65,128026,1,260
ID_022,2020-07-20,54,65,130789,1,263
ID_022,2020-07-21,56,66,133584,1,268
ID_022,2020-07-22,57,67,137807,1,275
ID_022,2020-07-24,59,71,145639,1,288
ID_022,2020-07-25,60,77,150473,1,296
ID_022,2020-07-26,63,83,158810,1,324
ID_022,2020-07-27,64,84,162898,1,331
ID_022,2020-07-28,65,85,165256,1,337
ID_022,2020-07-29,67,87,174304,1,360
ID_022,2020-07-31,70,91,182128,1,394
ID_022,2020-08-07,73,92,192254,3,426
ID_022,2020-08-21,74,92,192255,3,426
ID_022,2020-08-28,79,98,221741,33,496
ID_022,2020-08-31,80,99,221743,33,496
ID_022,2020-09-19,81,100,229229,33,509
ID_022,2021-02-21,82,100,229427,33,509
ID_022,2021-04-13,83,101,231194,33,510
ID_022,2021-05-20,84,101,232765,33,510
ID_022,2021-07-27,85,101,232780,33,510
ID_022,2021-08-25,86,101,232804,33,510
ID_022,2021-09-29,87,101,232828,33,510
ID_022,2021-10-28,88,102,233865,33,511
ID_023,2020-07-09,1,1,7099,0,10
ID_023,2020-07-13,3,1,19144,0,24
ID_023,2020-07-14,5,2,23234,0,34
ID_023,2020-07-18,6,5,27431,0,40
ID_023,2020-07-27,7,6,31579,0,48
ID_023,2020-08-02,9,7,34278,0,59
ID_023,2020-08-05,10,7,34304,0,59
ID_023,2020-08-12,11,7,34484,0,65
ID_023,2020-08-13,12,8,39949,0,81
ID_023,2020-08-14,13,8,40007,0,81
ID_023,2020-08-15,14,9,45166,0,96
ID_023,2020-08-17,15,9,45218,0,96
ID_023,2020-08-18,17,10,50362,0,111
ID_023,2020-08-20,18,11,56411,0,126
ID_023,2020-08-21,19,11,56416,0,127
ID_023,2020-08-25,22,16,64125,0,156
ID_023,2020-08-26,24,16,68665,0,166
ID_023,2020-08-27,26,17,78529,0,195
ID_023,2020-08-30,27,17,78553,0,198
ID_023,2020-09-03,29,18,78556,0,198
ID_023,2020-09-04,31,19,90575,0,232
ID_023,2020-09-14,32,21,94490,0,252
ID_023,2020-09-16,33,25,99537,2,272
ID_023,2021-01-18,34,25,103270,2,273
ID_025,2020-07-21,1,0,4021,0,8
ID_025,2020-07-27,2,3,10530,1,22
ID_025,2020-07-28,3,4,15033,1,33
ID_025,2020-07-29,5,9,23705,1,58
ID_025,2020-08-03,7,10,28936,1,70
ID_025,2020-08-12,8,13,34584,1,85
ID_025,2020-08-15,9,13,39919,1,96
ID_025,2020-08-17,10,14,45289,1,110
ID_025,2020-08-18,11,16,48415,1,122
ID_025,2020-08-21,12,18,53271,1,138
ID_025,2020-08-24,13,20,56305,1,152
ID_025,2020-08-30,14,21,60808,1,168
ID_025,2020-08-31,15,22,65546,1,183
ID_025,2020-09-04,16,22,65556,1,183
ID_025,2020-09-11,18,24,68427,1,204
ID_025,2020-09-19,20,27,72791,1,219
ID_025,2020-09-23,21,27,72827,1,219
ID_025,2020-10-16,22,28,77016,1,228
ID_025,2020-10-19,23,28,81261,1,240
ID_025,2021-05-21,24,29,84730,1,241
ID_025,2021-08-27,25,32,87360,1,246
ID_025,2021-10-22,26,32,88483,1,246
ID_025,2023-10-10,27,33,88654,1,246
ID_024,2020-08-04,2,0,61,0,0
ID_024,2020-08-05,4,1,221,0,3
ID_024,2020-08-06,6,2,7788,0,27
ID_024,2020-08-07,7,6,12127,0,43
ID_024,2020-08-11,8,9,17994,0,57
ID_024,2020-08-16,9,9,22895,0,70
ID_024,2020-08-17,10,9,22945,0,71
ID_024,2020-08-19,11,11,25753,0,83
ID_024,2020-08-20,12,12,30351,0,97
ID_024,2020-08-23,13,12,30354,0,97
ID_024,2020-08-25,14,14,34749,0,111
ID_024,2020-08-26,15,16,39201,0,127
ID_024,2020-08-31,16,21,43576,0,145
ID_024,2020-09-01,17,22,47947,0,162
ID_024,2020-09-03,19,26,52617,0,180
ID_024,2020-09-04,20,26,52631,0,180
ID_024,2020-09-07,21,27,57138,0,201
ID_024,2020-09-12,23,32,66267,0,253
ID_024,2020-09-14,28,37,80835,0,325
ID_024,2020-09-17,29,37,80837,0,325
ID_024,2020-10-02,30,42,84407,0,335
ID_024,2021-01-27,32,43,88508,0,342
ID_024,2021-02-23,33,43,88578,0,342
ID_026,2020-08-22,1,1,5232,0,10
ID_026,2020-08-24,2,1,5234,0,10
ID_026,2020-08-28,3,4,10648,0,24
ID_026,2020-09-01,8,12,27833,0,94
ID_026,2020-09-02,10,14,35024,0,129
ID_026,2020-09-03,12,19,40414,0,145
ID_026,2020-09-06,13,19,45088,0,163
ID_026,2020-09-07,17,24,63283,0,242
ID_026,2020-09-08,19,27,65850,0,263
ID_026,2020-09-09,21,30,73718,0,306
ID_026,2020-09-10,22,32,79600,0,330
ID_026,2020-09-11,23,33,79602,0,331
ID_026,2020-09-12,24,37,85198,11,358
ID_026,2020-09-13,25,39,89467,11,381
ID_026,2020-09-14,26,44,93212,11,403
ID_026,2020-09-15,27,46,97138,11,423
ID_026,2020-09-16,30,51,111054,11,482
ID_026,2020-09-17,31,51,115889,11,499
ID_026,2020-09-22,33,52,125505,11,523
ID_026,2020-09-23,35,53,125574,11,523
ID_026,2020-09-25,37,56,134266,11,550
ID_026,2020-09-27,40,56,134335,11,550
ID_026,2020-09-29,41,56,134348,11,552
ID_026,2020-10-08,42,57,138796,11,567
ID_026,2020-10-09,43,57,142954,11,576
ID_026,2020-10-23,44,58,147443,13,584
ID_026,2020-11-05,45,60,152043,13,593
ID_026,2021-01-18,46,62,156316,13,594
ID_026,2021-01-26,52,65,158828,13,603
ID_026,2021-01-28,53,66,160266,13,611
ID_026,2021-01-29,54,67,165001,13,622
ID_027,2020-09-22,1,0,4103,0,10
ID_027,2020-09-23,3,8,12773,0,38
ID_027,2020-09-25,5,14,14994,0,48
ID_027,2020-09-27,7,18,18971,0,62
ID_027,2020-09-28,8,21,25762,0,75
ID_027,2020-09-29,11,23,33838,0,107
ID_027,2020-09-30,12,27,37847,0,120
ID_027,2020-10-03,13,28,41596,0,132
ID_027,2020-10-05,14,29,45579,0,144
ID_027,2020-10-07,18,39,60625,0,187
ID_027,2020-10-08,19,40,64367,0,201
ID_027,2020-10-09,20,40,64368,0,201
ID_027,2020-10-12,22,40,64374,0,201
ID_027,2020-10-13,23,41,66526,0,214
ID_027,2020-10-14,24,41,66528,0,214
ID_027,2020-10-16,25,43,70628,0,224
ID_027,2020-10-17,26,48,72762,0,235
ID_027,2020-10-18,27,58,76636,0,247
ID_027,2020-10-19,28,59,81824,0,258
ID_027,2020-10-20,29,61,86216,0,271
ID_027,2020-10-21,31,72,90203,0,283
ID_027,2020-10-23,32,74,92244,0,291
ID_027,2020-10-25,33,76,92470,0,303
ID_027,2020-10-26,35,82,99363,0,325
ID_027,2020-10-29,36,83,104555,0,335
ID_027,2020-10-30,37,83,109190,5,340
ID_027,2020-10-31,38,84,115447,5,352
ID_027,2020-11-15,39,86,119667,5,362
ID_027,2020-11-16,42,86,123214,5,367
ID_027,2020-11-24,44,91,125432,5,371
ID_027,2020-11-25,46,93,133245,5,379
ID_027,2020-12-01,47,93,133269,5,381
ID_027,2020-12-04,49,94,135320,5,383
ID_027,2021-01-07,51,94,143899,6,389
ID_027,2021-01-18,52,94,147473,6,390
ID_029,2020-09-28,3,4,13610,1,26
ID_029,2020-09-29,4,4,17437,1,32
ID_029,2020-10-06,5,5,19727,1,43
ID_029,2020-10-09,6,6,23947,1,56
ID_029,2020-10-12,7,10,26229,1,70
ID_029,2020-10-13,8,10,26245,1,70
ID_029,2020-10-20,9,10,26256,1,71
ID_029,2020-10-21,10,12,30307,1,82
ID_029,2020-10-22,11,15,34350,1,93
ID_029,2020-10-23,12,17,36980,1,106
ID_029,2020-10-24,14,32,45731,2,128
ID_029,2020-10-28,16,35,53888,3,149
ID_029,2020-10-29,17,37,58018,3,159
ID_029,2020-11-05,18,37,62225,3,167
ID_029,2020-11-06,19,39,66441,3,174
ID_029,2020-11-10,20,40,70755,3,182
ID_029,2020-11-14,22,45,73124,3,189
ID_029,2020-11-16,23,45,73127,3,189
ID_029,2020-11-17,24,47,75551,3,193
ID_029,2020-11-19,25,47,75554,3,193
ID_029,2020-11-26,26,50,78843,3,194
ID_029,2020-12-07,27,51,81206,3,198
ID_029,2020-12-11,28,55,90573,5,214
ID_029,2021-01-18,29,55,93646,5,215
ID_029,2021-03-05,32,55,93719,5,215
ID_028,2020-09-28,3,26,19396,2,38
ID_028,2020-09-29,4,26,24052,2,46
ID_028,2020-10-05,5,30,32501,5,70
ID_028,2020-10-06,8,30,35148,5,81
ID_028,2020-10-07,9,30,43219,5,92
ID_028,2020-10-13,10,32,46724,5,103
ID_028,2020-10-14,11,42,52752,5,124
ID_028,2020-10-16,12,48,55462,5,138
ID_028,2020-10-26,13,48,63126,5,152
ID_028,2020-10-27,14,48,63128,5,152
ID_028,2020-10-28,16,56,70032,5,179
ID_028,2020-11-02,17,56,70035,5,179
ID_028,2020-11-03,18,57,72400,5,189
ID_028,2020-11-04,19,59,77286,5,200
ID_028,2020-11-05,21,60,81657,5,210
ID_028,2020-11-10,22,60,81678,5,210
ID_028,2020-11-12,24,61,84233,5,217
ID_028,2020-11-16,31,82,100429,5,244
ID_028,2020-11-17,34,86,111287,5,269
ID_028,2020-11-27,35,92,115001,5,281
ID_028,2021-01-18,36,92,118313,5,282
ID_028,2021-01-29,37,92,118390,5,282
ID_028,2021-03-29,38,92,118391,5,282
ID_028,2021-04-19,40,93,120470,5,284
ID_030,2020-10-15,1,1,9632,0,14
ID_030,2020-10-19,4,1,17905,0,40
ID_030,2020-10-20,5,1,21417,0,54
ID_030,2020-10-21,7,2,29577,0,75
ID_030,2020-10-22,8,5,33181,0,88
ID_030,2020-10-23,10,6,40795,1,108
ID_030,2020-10-27,13,6,48406,1,128
ID_030,2020-10-28,17,9,58310,1,154
ID_030,2020-11-03,18,10,60658,1,162
ID_030,2020-11-04,19,11,62760,1,170
ID_030,2020-11-05,21,18,68397,1,187
ID_030,2020-11-07,23,22,72229,1,204
ID_030,2020-11-09,24,23,76133,1,214
ID_030,2020-11-10,25,24,80266,1,224
ID_030,2020-11-11,27,27,87037,1,241
ID_030,2020-11-12,29,30,91143,1,256
ID_030,2020-11-13,30,30,95238,1,265
ID_030,2020-11-17,31,30,95251,1,266
ID_030,2020-11-18,32,33,99035,1,275
ID_030,2020-11-19,34,37,103715,1,297
ID_030,2020-11-21,35,38,107398,1,305
ID_030,2020-11-22,36,38,107416,1,305
ID_030,2020-11-23,38,43,111134,1,313
ID_030,2020-11-27,39,43,114692,1,318
ID_030,2021-01-18,40,43,118179,1,319
ID_038,2020-10-28,2,9,5066,0,5
ID_038,2020-11-03,4,11,15805,2,20
ID_038,2020-11-04,6,13,18248,3,28
ID_038,2020-11-11,7,15,18370,3,31
ID_038,2020-11-18,8,15,18391,3,31
ID_038,2020-11-23,19,24,40534,3,63
ID_038,2020-11-24,23,26,47260,3,76
ID_038,2020-11-26,24,26,47845,3,77
ID_038,2020-11-27,26,26,48645,3,78
ID_038,2020-11-30,27,29,48646,3,78
ID_038,2020-12-01,28,30,52528,3,94
ID_038,2020-12-04,30,34,59465,3,106
ID_038,2020-12-08,31,35,61311,3,109
ID_038,2020-12-09,32,40,63339,3,114
ID_038,2020-12-10,33,44,67692,3,120
ID_038,2020-12-11,34,45,71917,3,126
ID_038,2020-12-23,35,46,75841,3,131
ID_038,2020-12-24,36,49,76545,3,131
ID_038,2020-12-28,39,77,85461,3,141
ID_038,2020-12-29,40,78,88992,3,146
ID_038,2020-12-30,41,80,92633,3,151
ID_038,2020-12-31,42,80,92640,3,151
ID_038,2021-01-01,43,82,96383,3,157
ID_038,2021-01-03,44,82,96386,3,157
ID_038,2021-01-04,46,84,104168,3,169
ID_038,2021-01-15,47,97,109556,3,170
ID_038,2021-01-27,49,97,109714,3,170
ID_038,2021-02-02,50,99,114394,3,172
ID_038,2021-02-10,51,99,118651,3,176
ID_038,2021-03-10,52,99,118658,3,176
ID_037,2020-10-28,1,1,5222,0,3
ID_037,2020-11-03,5,3,15457,0,19
ID_037,2020-11-04,6,3,20204,0,20
ID_037,2020-11-05,8,4,25521,4,22
ID_037,2020-11-16,9,4,25523,4,22
ID_037,2020-11-17,10,5,29676,4,29
ID_037,2020-11-23,15,9,37786,4,43
ID_037,2020-11-24,17,10,46153,4,49
ID_037,2020-11-25,18,11,50006,4,57
ID_037,2020-11-26,21,16,58103,4,72
ID_037,2020-11-30,24,17,60482,4,74
ID_037,2020-12-01,25,18,63994,4,80
ID_037,2020-12-02,27,19,67724,4,86
ID_037,2020-12-03,29,21,71836,4,92
ID_037,2020-12-04,30,22,75250,4,98
ID_037,2020-12-05,31,23,77096,4,100
ID_037,2020-12-06,32,24,80363,4,107
ID_037,2020-12-09,34,26,83814,4,114
ID_037,2020-12-10,35,26,84338,4,114
ID_037,2020-12-11,37,28,87809,5,121
ID_037,2020-12-13,38,29,89558,5,124
ID_037,2020-12-14,39,29,89560,5,124
ID_037,2020-12-15,42,33,94678,5,135
ID_037,2020-12-16,43,34,96864,5,136
ID_037,2020-12-17,44,37,100333,5,142
ID_037,2020-12-19,48,42,106266,5,153
ID_037,2020-12-20,50,44,113150,5,161
ID_037,2020-12-21,51,45,116478,5,165
ID_037,2020-12-22,54,47,122559,5,170
ID_037,2020-12-27,55,48,125922,5,175
ID_037,2020-12-28,56,48,125943,5,175
ID_037,2020-12-29,58,50,129257,5,179
ID_037,2020-12-30,63,57,142749,5,198
ID_037,2020-12-31,79,72,181652,5,223
ID_037,2021-01-15,80,74,187242,5,225
ID_037,2021-01-16,81,74,190313,5,226
ID_037,2021-01-18,82,74,191057,5,226
ID_037,2021-01-19,83,75,193640,5,227
ID_037,2021-01-26,84,77,198638,5,234
ID_037,2021-01-28,85,77,198640,5,234
ID_037,2021-02-02,86,81,204080,6,237
ID_037,2021-02-10,89,90,216293,6,246
ID_037,2021-03-11,90,91,221332,6,251
ID_037,2021-03-15,91,91,221359,6,251
ID_037,2021-03-28,92,91,223027,6,251
ID_037,2022-06-27,93,91,223035,6,251
ID_032,2020-10-27,1,0,2363,1,2
ID_032,2020-10-28,3,1,7490,6,7
ID_032,2020-10-29,5,3,12575,7,16
ID_032,2020-10-30,6,6,15700,10,18
ID_032,2020-11-01,7,6,19661,14,23
ID_032,2020-11-03,8,8,21520,14,24
ID_032,2020-11-04,9,8,24859,19,26
ID_032,2020-11-05,10,9,27846,19,30
ID_032,2020-11-09,12,10,29551,19,31
ID_032,2020-11-14,13,10,32081,19,31
ID_032,2020-11-15,14,10,32102,19,31
ID_032,2022-05-03,15,10,32108,19,31
ID_033,2020-10-29,2,0,13387,2,13
ID_033,2020-10-31,3,10,16927,2,28
ID_033,2020-11-02,4,10,17078,2,32
ID_033,2020-11-03,5,10,17079,2,32
ID_033,2020-11-05,6,11,19787,2,35
ID_033,2020-11-07,7,12,24503,2,47
ID_033,2020-11-08,8,13,29013,2,58
ID_033,2020-11-11,9,16,33818,2,70
ID_033,2020-11-12,10,16,33839,2,70
ID_033,2020-11-19,12,16,33868,2,70
ID_033,2020-11-23,13,20,37141,2,75
ID_033,2020-11-24,14,20,37180,2,75
ID_033,2020-11-25,15,20,37181,2,75
ID_033,2020-11-30,16,21,41229,2,82
ID_033,2020-12-02,17,23,46273,4,92
ID_033,2020-12-04,19,25,54124,4,106
ID_033,2020-12-07,20,25,54125,4,106
ID_033,2020-12-11,21,28,58889,4,112
ID_033,2021-01-18,22,28,62535,4,113
ID_033,2021-01-29,27,28,62542,4,113
ID_033,2023-01-05,28,28,63127,4,117
ID_036,2020-11-11,2,0,45,0,0
ID_036,2020-11-12,5,13,8767,0,27
ID_036,2020-11-13,7,13,12202,0,29
ID_036,2020-11-14,8,17,15466,0,37
ID_036,2020-11-18,9,19,19200,0,45
ID_036,2020-11-20,10,20,21490,0,51
ID_036,2020-11-21,12,24,23838,0,57
ID_036,2020-11-24,13,26,26482,0,61
ID_036,2020-11-25,15,27,28930,0,65
ID_036,2020-11-26,16,27,32304,0,65
ID_036,2020-11-27,20,35,43117,0,80
ID_036,2020-12-03,26,40,49777,0,85
ID_036,2020-12-04,27,40,49778,0,85
ID_036,2020-12-07,28,43,53746,0,92
ID_036,2020-12-09,31,46,59551,0,96
ID_036,2020-12-10,32,48,61820,0,99
ID_036,2020-12-21,33,50,65335,0,99
ID_036,2020-12-22,35,54,70231,0,103
ID_036,2021-01-04,36,54,70233,0,103
ID_036,2021-01-18,37,54,73728,0,104
ID_036,2021-01-27,38,55,77958,0,112
ID_036,2021-04-12,39,55,80012,0,112
ID_034,2020-11-03,1,0,12,0,0
ID_034,2020-11-08,3,10,6574,0,22
ID_034,2020-11-09,4,15,10403,0,32
ID_034,2020-11-10,7,22,22813,0,50
ID_034,2020-11-11,8,23,25029,0,56
ID_034,2020-11-12,12,27,38738,0,81
ID_034,2020-11-13,13,28,42413,0,90
ID_034,2020-11-14,14,32,45392,0,97
ID_034,2020-11-16,16,34,49029,0,106
ID_034,2020-11-18,18,36,53634,0,118
ID_034,2020-11-25,19,38,57035,0,124
ID_034,2020-12-04,20,38,57042,0,124
ID_034,2021-01-13,21,40,59577,0,128
ID_034,2021-01-18,22,40,63118,0,129
ID_034,2021-01-20,23,40,67986,2,131
ID_034,2021-01-21,25,41,78219,19,139
ID_034,2021-07-21,26,41,78221,19,139
ID_034,2021-08-08,27,41,79578,19,139
ID_034,2021-10-28,28,42,80624,19,142
ID_034,2023-01-09,29,42,80625,19,142
ID_034,2023-02-03,30,42,80627,19,142
ID_035,2020-11-12,1,1,2479,0,8
ID_035,2020-11-13,3,2,8004,0,14
ID_035,2020-11-24,4,3,11453,0,21
ID_035,2020-11-26,5,3,14135,0,21
ID_035,2020-11-27,6,3,18116,1,21
ID_035,2020-12-03,8,5,23534,1,22
ID_035,2020-12-05,10,6,25726,1,27
ID_035,2020-12-06,11,7,29046,1,32
ID_035,2020-12-07,13,9,32884,1,39
ID_035,2020-12-08,14,10,32918,1,40
ID_035,2020-12-09,15,11,36077,1,41
ID_035,2020-12-10,16,17,40867,3,55
ID_035,2020-12-21,17,17,43670,3,55
ID_035,2021-01-08,18,17,43672,3,55
ID_035,2021-01-13,19,17,46159,3,58
ID_035,2021-01-18,20,17,49134,3,59
ID_035,2021-03-25,21,17,49135,3,59
ID_035,2023-01-25,22,18,49136,3,59
ID_039,2020-11-20,1,2,4333,0,1
ID_039,2020-11-23,2,4,9092,0,1
ID_039,2020-11-24,3,4,14782,0,1
ID_039,2020-11-25,5,4,14835,0,1
ID_039,2020-11-27,6,6,18660,0,10
ID_039,2020-11-28,7,8,22326,0,20
ID_039,2020-12-03,8,9,26215,0,27
ID_039,2020-12-04,11,9,26215,0,27
ID_039,2020-12-09,12,9,26216,0,27
ID_039,2020-12-15,13,9,26218,0,27
ID_039,2020-12-17,16,9,26219,0,27
ID_039,2020-12-18,18,10,27504,0,31
ID_039,2020-12-21,19,10,27508,0,31
ID_039,2020-12-28,20,10,30312,0,33
ID_039,2021-01-06,21,10,33694,0,37
ID_039,2021-01-18,22,10,36900,0,39
ID_039,2021-01-29,25,10,36971,0,39
ID_039,2021-04-26,27,10,37027,0,39
ID_040,2020-12-05,1,6,3,0,0
ID_040,2020-12-08,2,12,4604,0,0
ID_040,2020-12-09,24,28,19098,0,7
ID_040,2020-12-10,71,37,28897,0,29
ID_040,2020-12-11,104,37,34227,2,38
ID_040,2020-12-14,126,39,34278,2,38
ID_040,2020-12-15,137,44,34396,2,38
ID_040,2020-12-16,138,48,38680,2,53
ID_040,2020-12-17,139,48,39007,2,54
ID_040,2020-12-21,140,49,42799,2,59
ID_040,2020-12-22,141,51,46520,2,65
ID_040,2020-12-23,142,57,48802,2,78
ID_040,2020-12-24,143,62,52381,2,83
ID_040,2020-12-27,144,75,58562,2,111
ID_040,2020-12-28,145,78,64853,2,126
ID_040,2020-12-29,147,91,69844,2,143
ID_040,2021-01-02,148,91,69847,2,143
ID_040,2021-01-04,151,101,78886,2,161
ID_040,2021-01-05,152,111,81259,2,168
ID_040,2021-01-06,156,127,92816,2,189
ID_040,2021-01-07,157,129,95155,2,192
ID_040,2021-01-08,159,137,100085,2,197
ID_040,2021-01-10,160,141,104930,2,206
ID_040,2021-01-13,162,144,110984,2,217
ID_040,2021-01-15,163,146,114210,2,224
ID_040,2021-01-17,164,151,117038,2,226
ID_040,2021-01-18,165,151,120812,2,228
ID_040,2021-01-25,166,153,123345,2,232
ID_040,2021-01-26,172,158,131034,2,254
ID_040,2021-01-27,173,160,137797,5,264
ID_040,2021-01-29,174,160,137799,5,264
ID_040,2021-02-08,176,160,142332,5,271
ID_040,2021-02-10,177,160,142408,5,272
ID_040,2021-03-12,178,162,147755,10,284
ID_041,2020-12-10,2,2,9787,0,1
ID_041,2020-12-14,5,6,21310,0,29
ID_041,2020-12-15,7,13,28255,0,47
ID_041,2020-12-16,11,18,36532,0,56
ID_041,2020-12-17,12,21,40185,0,65
ID_041,2020-12-18,16,30,46808,4,79
ID_041,2020-12-19,21,37,59664,4,97
ID_041,2020-12-20,24,41,63838,4,104
ID_041,2020-12-21,28,44,67586,4,109
ID_041,2020-12-22,32,44,75116,4,117
ID_041,2020-12-23,33,46,79349,4,125
ID_041,2020-12-25,34,49,81488,4,127
ID_041,2020-12-26,36,57,89996,4,137
ID_041,2020-12-27,37,59,94094,4,147
ID_041,2020-12-28,39,63,101517,4,162
ID_041,2020-12-29,40,63,104929,4,166
ID_041,2021-01-18,41,63,108578,4,168
ID_042,2020-12-17,1,7,4512,0,2
ID_042,2020-12-18,2,59,7928,0,2
ID_042,2020-12-21,7,59,7959,0,2
ID_042,2020-12-24,8,61,11819,0,14
ID_042,2020-12-26,9,62,13814,0,19
ID_042,2020-12-30,11,64,17297,0,33
ID_042,2021-01-01,12,67,19245,0,39
ID_042,2021-01-03,13,67,19247,0,39
ID_042,2021-01-05,14,69,21152,0,46
ID_042,2021-01-09,15,70,24775,0,54
ID_042,2021-01-10,16,71,28555,0,64
ID_042,2021-01-11,17,73,31963,0,71
ID_042,2021-01-13,19,74,38533,0,77
ID_042,2021-01-15,21,77,46097,0,88
ID_042,2021-01-16,22,77,46102,0,88
ID_042,2021-01-17,23,77,46104,0,88
ID_042,2021-01-18,29,81,53744,4,98
ID_042,2021-01-19,31,82,57880,4,107
ID_042,2021-01-20,32,82,57881,4,107
ID_042,2021-01-21,33,82,57900,4,109
ID_042,2021-01-22,39,89,69897,4,129
ID_042,2021-01-27,40,89,73555,4,139
ID_042,2021-01-29,41,89,73558,4,139
ID_042,2021-02-05,42,89,73559,4,139
ID_042,2021-02-17,45,90,80668,6,155
ID_042,2021-07-30,46,92,82109,6,156
ID_043,2021-01-06,5,8,26414,0,27
ID_043,2021-01-07,6,10,28747,0,33
ID_043,2021-01-08,20,28,41374,3,86
ID_043,2021-01-09,21,29,44665,3,92
ID_043,2021-01-10,23,36,52432,3,108
ID_043,2021-01-11,27,45,68677,3,171
ID_043,2021-01-12,29,47,75926,3,180
ID_043,2021-01-14,30,48,81887,3,199
ID_043,2021-01-15,32,48,86727,3,201
ID_043,2021-01-17,34,52,93336,3,209
ID_043,2021-01-18,36,56,100275,3,213
ID_043,2021-01-19,37,56,100276,3,213
ID_043,2021-01-21,39,64,105585,4,224
ID_043,2021-01-23,40,77,111323,7,245
ID_043,2021-01-25,42,78,114198,7,251
ID_043,2021-01-26,50,79,117924,7,253
ID_043,2021-01-27,51,79,117926,7,253
ID_043,2021-01-28,52,79,122222,7,254
ID_043,2021-01-30,54,83,132257,7,281
ID_043,2021-01-31,56,87,140389,7,294
ID_043,2021-02-01,57,87,140523,7,294
ID_043,2021-02-03,58,87,140525,7,294
ID_043,2021-02-04,61,89,151931,7,305
ID_043,2021-02-05,62,89,152026,7,305
ID_043,2021-02-15,64,89,156241,7,306
ID_043,2021-02-24,65,91,160345,7,311
ID_043,2021-04-19,66,91,162132,7,311
ID_043,2021-06-02,67,93,162571,7,311
ID_043,2021-06-06,68,94,163943,7,311
ID_043,2022-09-14,70,94,163991,7,311
ID_043,2023-03-21,71,94,164008,7,311
ID_045,2021-01-07,1,0,3065,0,4
ID_045,2021-01-12,3,1,3260,0,5
ID_045,2021-01-18,4,4,10313,8,30
ID_045,2021-01-20,9,130,10341,8,30
ID_045,2021-01-21,18,235,10371,8,30
ID_045,2021-01-22,19,240,10478,8,30
ID_045,2021-01-28,22,287,10608,8,30
ID_045,2021-02-01,24,287,10617,8,30
ID_045,2021-02-02,33,287,11260,8,31
ID_045,2021-02-03,43,287,11270,8,31
ID_045,2021-02-05,44,292,17449,8,43
ID_045,2021-02-08,45,294,20024,8,49
ID_045,2021-02-11,46,295,22430,8,54
ID_045,2021-02-14,47,297,26620,8,64
ID_045,2021-02-22,49,300,30110,9,73
ID_045,2021-03-01,50,304,33261,18,82
ID_045,2021-03-03,51,305,35576,18,88
ID_045,2021-03-16,52,305,35584,18,88
ID_045,2021-04-23,53,305,35586,18,88
ID_045,2021-05-12,54,305,37179,18,88
ID_044,2021-01-11,6,7,16715,0,27
