ID,일자,코드 공유 수,댓글 수,조회 수,공유 수,다운로드 수,좋아요 수
ID_042,2020-12-30,31,17,21306,20,6,80
ID_042,2020-12-31,32,17,21409,20,6,80
ID_042,2021-01-01,39,17,21416,20,6,80
ID_042,2021-01-06,40,23,25982,20,6,98
ID_042,2021-01-20,42,26,30182,26,6,108
ID_042,2021-01-21,57,28,34665,29,7,119
ID_042,2021-01-22,60,29,46208,37,11,147
ID_042,2021-01-23,65,34,66735,44,42,198
ID_042,2021-01-24,72,36,84644,59,56,239
ID_042,2021-01-25,79,39,113244,78,73,306
ID_043,2020-12-29,1,2,11463,2,10,17
ID_043,2021-01-06,2,13,22372,7,12,49
ID_043,2021-01-10,3,13,22436,7,12,49
ID_043,2021-01-13,4,24,31448,11,17,84
ID_043,2021-01-19,5,24,31523,11,17,84
ID_043,2021-01-30,6,38,38770,17,31,132
ID_043,2021-02-05,7,38,38771,17,31,132
ID_043,2021-02-26,8,45,47228,24,68,154
ID_043,2022-11-08,9,45,48301,24,71,160
ID_045,2021-01-07,1,1,11535,0,22,18
ID_045,2021-01-20,2,3,17799,6,23,42
ID_045,2021-01-22,4,9,25097,10,24,87
ID_045,2021-01-23,5,9,25187,10,24,87
ID_045,2021-01-25,6,13,32276,14,28,123
ID_045,2021-02-04,7,13,32469,14,28,123
ID_045,2021-02-08,8,17,36115,17,28,145
ID_045,2021-02-12,9,26,40401,27,31,166
ID_045,2021-02-13,10,29,50608,33,33,186
ID_045,2021-02-19,11,29,50672,33,33,186
ID_045,2021-02-22,23,62,104280,86,86,377
ID_045,2021-02-23,31,83,145938,131,197,503
ID_045,2021-02-24,36,85,171642,163,207,584
ID_045,2021-02-25,38,85,171836,163,207,584
ID_045,2021-03-07,39,86,177627,167,214,598
ID_045,2021-04-23,40,86,177629,167,214,598
ID_045,2021-05-13,42,86,182324,167,215,604
ID_045,2021-05-17,43,86,186572,167,215,605
ID_045,2021-05-20,45,86,194469,167,217,608
ID_045,2021-05-21,47,86,198932,167,217,608
ID_045,2021-05-24,48,86,204963,167,217,609
ID_045,2021-05-26,49,86,209114,167,218,610
ID_045,2022-01-08,50,86,211747,167,223,616
ID_046,2021-01-27,2,4,10104,7,49,19
ID_046,2021-01-28,3,13,36507,11,136,70
ID_046,2021-02-04,4,15,43024,15,143,85
ID_046,2021-02-05,5,16,55327,17,149,102
ID_046,2021-02-07,6,25,77878,23,155,115
ID_046,2021-02-09,8,30,83985,30,159,135
ID_046,2021-02-10,10,32,98360,43,189,154
ID_046,2021-02-12,11,41,126902,54,203,172
ID_046,2021-02-15,13,49,139021,64,225,194
ID_046,2021-02-26,14,49,145852,72,235,214
ID_046,2021-03-02,15,52,152564,74,260,231
ID_046,2021-03-03,16,54,159133,76,267,245
ID_046,2021-03-05,18,60,168430,79,273,275
ID_046,2021-03-06,20,61,173121,82,274,290
ID_046,2021-03-07,29,84,224593,113,294,422
ID_046,2021-03-08,30,89,232525,116,301,439
ID_046,2021-03-11,31,89,232608,116,301,443
ID_046,2021-04-29,32,89,232635,116,301,443
ID_046,2021-05-03,33,89,232636,116,301,443
ID_047,2021-02-10,2,34,18932,19,81,48
ID_047,2021-02-21,3,42,27141,26,88,71
ID_047,2021-02-24,4,57,34813,32,102,100
ID_047,2021-04-05,5,72,44249,35,153,119
ID_047,2021-04-06,9,74,61934,49,207,178
ID_047,2021-04-07,10,74,67062,50,211,189
ID_047,2021-04-08,17,78,106653,58,257,255
ID_047,2021-04-09,18,79,112936,62,265,264
ID_048,2021-02-24,3,11,15082,31,9,78
ID_048,2021-02-25,4,11,15279,31,9,79
ID_048,2021-02-27,5,11,20865,39,11,98
ID_048,2021-02-28,7,26,29915,56,19,150
ID_048,2021-03-05,8,30,39547,61,26,176
ID_048,2021-03-08,9,35,47294,68,41,207
ID_048,2021-03-09,11,36,54444,74,42,231
ID_048,2021-03-12,12,50,61581,86,57,256
ID_048,2021-03-18,14,50,61671,86,57,256
ID_048,2021-03-19,15,54,67472,97,59,277
ID_048,2021-04-14,16,59,73131,98,65,288
ID_048,2021-04-15,17,83,79090,107,111,330
ID_048,2021-04-16,19,87,82631,107,111,350
ID_048,2021-04-17,24,92,93586,118,121,384
ID_048,2021-04-18,25,94,98575,119,127,395
ID_048,2021-04-19,26,96,103680,123,131,410
ID_048,2021-04-20,30,99,116583,128,150,428
ID_048,2021-04-21,31,102,120599,128,151,438
ID_049,2021-03-08,2,17,22339,22,28,74
ID_049,2021-03-11,3,22,37333,30,44,115
ID_049,2021-03-18,4,22,37395,31,44,115
ID_049,2021-10-05,5,22,37396,31,44,115
ID_050,2021-04-01,1,1,1333,2,0,5
ID_050,2021-04-02,2,18,8969,7,19,31
ID_050,2021-04-06,4,22,18039,13,23,50
ID_050,2021-04-07,6,23,27074,17,28,71
ID_050,2021-04-27,11,23,27164,17,28,71
ID_050,2021-04-29,12,23,27191,17,28,71
ID_050,2021-06-06,13,23,27192,17,28,71
ID_051,2021-04-02,1,0,67,0,0,0
ID_051,2021-04-03,2,4,8114,8,50,6
ID_051,2021-04-05,5,40,34264,21,224,100
ID_051,2021-04-06,7,53,48032,28,241,136
ID_051,2021-04-07,10,75,54023,30,257,165
ID_051,2021-04-08,11,76,59907,31,260,180
ID_051,2021-04-09,12,87,63576,32,262,205
ID_051,2021-04-11,13,93,67783,39,275,225
ID_051,2021-04-12,16,108,88274,50,313,268
ID_051,2021-04-13,17,128,92787,58,316,294
ID_051,2021-04-14,18,135,99939,64,352,324
ID_051,2021-04-15,20,149,110209,70,362,364
ID_051,2021-04-16,21,154,114381,70,364,385
ID_051,2021-04-21,23,161,123841,75,370,415
ID_051,2021-04-22,24,161,128542,78,388,428
ID_051,2021-04-26,25,164,134573,83,401,450
ID_051,2021-04-29,26,172,140010,84,406,466
ID_051,2021-05-03,27,174,144726,91,411,478
ID_051,2021-05-06,28,174,144752,91,411,478
ID_051,2021-05-14,29,176,148390,92,411,493
ID_051,2021-05-15,30,182,152860,92,413,502
ID_051,2021-05-19,31,202,183065,123,508,635
ID_051,2021-05-23,32,202,183066,123,508,635
ID_051,2021-05-24,34,224,199072,126,566,681
ID_051,2021-05-25,43,259,242849,143,786,808
ID_051,2021-05-27,44,261,247842,144,813,815
ID_051,2021-05-31,45,261,247862,144,813,815
ID_051,2021-06-01,53,262,270182,155,819,823
ID_051,2021-08-23,54,262,276294,156,845,836
ID_053,2021-04-19,1,1,7044,16,20,6
ID_053,2021-04-20,2,7,11254,18,29,23
ID_053,2021-04-22,4,13,16334,22,31,35
ID_053,2021-04-26,6,18,24204,22,41,55
ID_053,2021-05-10,7,18,27912,22,41,64
ID_053,2021-05-14,8,23,32082,22,62,77
ID_053,2021-05-15,11,41,44697,49,117,118
ID_053,2021-05-17,15,41,44743,49,117,118
ID_053,2021-05-18,21,49,56283,54,145,138
ID_053,2021-05-19,23,51,61459,58,150,144
ID_053,2021-05-20,29,55,79480,58,170,160
ID_052,2021-04-07,2,10,19217,17,46,39
ID_052,2021-04-08,3,19,26354,22,71,62
ID_052,2021-04-09,4,21,30134,27,75,78
ID_052,2021-04-12,5,33,38625,33,134,91
ID_052,2021-04-14,7,35,38674,33,134,91
ID_052,2021-04-20,16,64,53414,34,165,106
ID_052,2021-04-21,17,74,58097,39,168,115
ID_052,2021-04-23,21,92,65427,43,197,151
ID_052,2021-04-24,22,93,70402,43,201,158
ID_052,2021-04-29,26,109,81521,47,230,194
ID_052,2021-05-05,28,124,87865,57,239,218
ID_052,2021-05-08,29,126,89721,57,240,223
ID_052,2021-05-11,30,128,94199,57,251,238
ID_052,2021-05-12,31,128,94219,57,251,238
ID_052,2021-05-16,32,128,98046,57,271,243
ID_052,2021-05-21,33,128,98047,57,271,243
ID_052,2021-05-22,34,128,98061,57,271,243
ID_052,2021-05-25,36,128,102806,58,276,251
ID_052,2021-05-29,38,131,119338,67,289,276
ID_052,2021-05-30,39,131,122593,73,289,284
ID_052,2021-05-31,40,134,126575,76,291,292
ID_052,2021-06-02,41,134,130251,79,297,300
ID_052,2021-06-03,42,134,137553,83,321,310
ID_052,2021-06-07,45,138,146506,100,339,334
ID_052,2021-06-09,46,140,150596,110,340,341
ID_052,2021-06-10,47,140,155437,113,362,351
ID_052,2021-06-18,48,142,155557,114,362,352
ID_052,2021-07-11,49,143,160316,115,369,361
ID_052,2021-07-14,51,144,164299,115,401,366
ID_052,2021-11-20,53,144,174164,129,492,386
ID_054,2021-04-20,7,1,16440,7,19,21
ID_054,2021-04-21,8,4,21657,13,23,34
ID_054,2021-04-23,13,4,21847,13,23,34
ID_054,2021-04-24,14,4,27895,19,30,51
ID_054,2021-04-26,20,5,34223,26,38,79
ID_054,2021-04-27,21,6,34225,26,38,79
ID_054,2021-04-29,22,6,34226,26,38,79
ID_054,2021-05-03,23,6,39807,36,44,88
ID_054,2021-05-08,24,10,44753,45,47,105
ID_054,2021-05-10,25,10,44754,45,47,105
ID_054,2021-05-12,28,12,51210,62,56,119
ID_054,2021-05-14,31,20,54362,89,62,161
ID_054,2021-05-17,32,21,58776,96,76,171
ID_054,2021-05-18,33,21,63004,99,81,178
ID_054,2021-05-19,35,30,68845,107,131,211
ID_054,2021-05-20,38,32,72937,112,137,218
ID_054,2021-05-21,41,38,80804,123,147,254
ID_054,2021-05-22,42,38,85566,134,163,280
ID_054,2021-05-23,44,38,89427,139,169,287
ID_054,2021-05-24,49,53,101561,161,275,392
ID_054,2021-05-25,55,57,120237,182,295,439
ID_054,2021-05-26,72,74,171259,254,397,624
ID_056,2021-05-10,1,1,6047,3,20,14
ID_056,2021-05-13,3,1,6049,3,20,14
ID_056,2021-06-26,4,1,9350,3,20,18
ID_056,2021-07-26,5,1,12589,3,24,23
ID_056,2022-01-08,6,3,15144,5,41,31
ID_055,2021-05-06,2,0,36,0,0,0
ID_055,2021-05-10,5,9,15790,15,130,17
ID_055,2021-05-11,6,11,22856,18,189,28
ID_055,2021-05-12,17,28,31676,32,229,105
ID_055,2021-05-13,22,34,34575,33,237,117
ID_055,2021-05-16,24,39,43877,38,265,148
ID_055,2021-05-18,25,41,48092,45,283,159
ID_055,2021-05-20,26,41,48093,45,283,159
ID_055,2021-05-24,30,54,60839,57,424,233
ID_055,2021-05-25,31,54,65712,61,428,242
ID_055,2021-06-02,32,54,68991,64,428,248
ID_055,2021-06-07,33,54,68994,64,428,248
ID_055,2021-06-09,34,62,74025,75,450,284
ID_055,2021-06-10,35,63,74027,75,450,285
ID_055,2021-06-11,36,64,77270,84,483,304
ID_055,2021-06-14,37,76,83157,96,613,344
ID_055,2021-06-16,38,76,83161,96,613,344
ID_055,2021-06-18,39,76,83162,96,613,344
ID_055,2021-06-22,40,76,83216,96,613,344
ID_055,2021-06-25,41,85,83930,98,613,351
ID_055,2021-06-29,42,116,100044,119,988,410
ID_055,2021-06-30,44,121,112564,121,1090,430
ID_055,2021-07-01,45,125,117631,126,1136,440
ID_055,2021-07-05,48,127,126007,133,1238,450
ID_055,2021-07-07,49,130,130331,139,1242,459
ID_055,2023-08-19,50,130,130332,139,1242,459
ID_057,2021-05-17,1,7,6635,6,45,13
ID_057,2021-06-12,2,9,10631,11,46,20
ID_057,2021-07-03,3,10,14124,15,61,29
ID_057,2021-07-05,9,12,29695,37,68,72
ID_057,2021-07-06,14,24,43989,52,144,121
ID_057,2022-04-01,16,24,43991,52,144,121
ID_058,2021-05-31,1,0,39,0,0,0
ID_058,2021-06-02,3,2,6364,5,16,21
ID_058,2021-06-03,5,9,13727,11,26,46
ID_058,2021-06-05,6,10,16901,17,29,51
ID_058,2021-06-06,8,10,20723,22,32,63
ID_058,2021-06-07,14,12,36461,34,44,99
ID_058,2021-07-16,15,13,39624,38,46,106
ID_058,2021-07-20,17,18,43901,51,49,124
ID_058,2021-07-21,18,18,47878,51,50,129
ID_058,2021-07-22,21,20,54370,54,60,142
ID_058,2022-10-16,22,20,54371,54,60,142
ID_059,2021-06-03,1,0,7410,7,33,15
ID_059,2021-06-05,2,5,14828,16,44,40
ID_059,2021-06-10,3,5,14829,16,44,40
ID_059,2021-06-14,5,20,20587,22,58,91
ID_059,2021-06-15,6,30,23124,26,58,107
ID_059,2021-06-17,7,44,29852,34,66,132
ID_059,2021-07-25,8,44,29853,34,66,132
ID_059,2021-07-26,15,46,36617,43,111,162
ID_059,2021-07-27,16,56,44130,47,185,182
ID_059,2021-07-28,18,60,48612,51,194,198
ID_059,2021-07-29,28,61,75973,74,245,255
ID_059,2021-07-30,29,61,75974,74,245,255
ID_059,2021-08-09,30,69,79995,74,247,268
ID_059,2021-08-18,31,70,83625,74,250,273
ID_059,2022-01-25,32,70,85937,74,263,281
ID_059,2022-02-17,34,70,85941,74,263,281
ID_059,2022-06-15,37,70,86734,74,270,298
ID_061,2021-06-02,4,0,71,0,0,0
ID_061,2021-06-07,5,0,81,0,0,0
ID_061,2021-06-15,6,2,5707,5,16,6
ID_061,2021-06-21,7,3,15064,12,44,13
ID_061,2021-06-27,8,7,19587,17,45,31
ID_061,2021-06-28,9,9,24010,17,56,33
ID_061,2021-08-01,10,10,31136,17,65,49
ID_061,2021-08-03,11,12,35408,19,69,68
ID_061,2021-08-04,13,20,38885,20,72,85
ID_061,2021-08-09,14,20,42732,22,75,105
ID_061,2021-08-10,16,20,42862,22,75,105
ID_061,2021-08-13,17,21,43031,22,75,106
ID_061,2021-08-16,18,26,44333,24,82,120
ID_061,2021-08-17,20,32,52514,31,109,135
ID_061,2021-08-19,22,38,61292,32,177,161
ID_061,2021-09-12,23,42,66712,38,181,171
ID_061,2021-09-23,24,42,66713,38,181,171
ID_061,2021-09-24,25,42,66714,38,181,171
ID_060,2021-06-11,1,5,8215,10,59,6
ID_060,2021-06-15,3,14,17812,19,113,40
ID_060,2021-06-16,5,19,22660,29,127,73
ID_060,2021-06-17,6,19,22670,29,127,73
ID_060,2021-06-18,7,19,27582,30,128,82
ID_060,2021-06-20,8,25,31282,33,133,102
ID_060,2021-06-23,11,33,36200,40,134,114
ID_060,2021-07-07,12,33,36283,40,134,114
ID_060,2021-07-09,15,34,39599,40,134,125
ID_060,2021-07-22,16,38,49101,44,163,152
ID_060,2021-07-27,18,38,49103,44,163,152
ID_060,2021-08-03,22,47,61723,48,269,184
ID_060,2021-08-04,23,50,66892,54,306,202
ID_060,2021-08-05,26,54,77201,58,332,230
ID_060,2021-09-10,27,57,77202,58,332,230
ID_060,2023-04-16,28,57,77820,58,332,235
ID_062,2021-06-23,1,0,2,0,0,0
ID_062,2021-06-28,2,1,9763,3,87,30
ID_062,2021-06-30,3,5,12204,4,87,46
ID_062,2021-07-01,4,5,16442,7,88,53
ID_062,2021-07-08,5,8,20085,8,88,68
ID_062,2021-07-09,6,19,23559,13,89,80
ID_062,2021-07-20,8,20,29032,13,109,98
ID_062,2021-07-22,9,20,31716,17,109,103
ID_062,2021-07-23,10,20,34930,20,113,110
ID_062,2021-07-25,13,29,44958,29,133,150
ID_062,2021-07-26,14,45,48301,34,145,161
ID_062,2021-07-27,16,45,60035,36,150,177
ID_062,2021-07-29,17,49,63398,39,151,185
ID_062,2021-07-30,18,49,67111,41,154,189
ID_062,2021-07-31,19,50,71465,41,157,196
ID_062,2021-08-04,20,57,77569,43,272,208
ID_062,2021-08-05,21,65,82380,46,292,219
ID_063,2021-06-28,1,0,5474,0,44,7
ID_063,2021-07-01,3,0,16226,8,88,29
ID_063,2021-07-06,4,0,20796,12,97,46
ID_063,2021-07-07,7,5,35703,17,146,98
ID_063,2021-08-10,10,12,47086,23,192,121
ID_063,2021-08-11,12,19,58806,30,290,156
ID_063,2021-08-12,19,26,104176,35,576,236
ID_063,2021-08-15,20,26,109058,35,594,241
ID_065,2021-07-18,4,0,14085,10,1,4
ID_065,2021-07-28,6,14,19853,17,3,24
ID_065,2021-07-29,7,14,23825,20,3,33
ID_065,2021-08-09,10,14,23830,20,3,34
ID_065,2021-08-10,11,14,23831,20,3,34
ID_065,2021-08-11,14,14,23992,20,3,34
ID_065,2021-08-12,17,22,30258,28,20,78
ID_065,2021-08-13,19,22,34252,35,21,117
ID_065,2021-08-15,22,24,40685,47,26,170
ID_065,2021-08-16,23,24,40734,47,26,170
ID_065,2021-08-18,25,40,43517,51,28,209
ID_065,2021-08-20,27,46,51902,58,34,250
ID_065,2021-08-21,34,48,61527,64,41,290
ID_065,2021-08-22,39,50,72152,83,54,451
ID_065,2021-08-23,42,66,79188,123,81,538
ID_065,2021-08-24,46,69,89013,142,101,674
ID_065,2021-08-25,54,100,112317,174,170,885
ID_065,2021-08-26,58,100,125899,180,175,913
ID_066,2021-08-02,2,2,11047,13,9,10
ID_066,2021-08-03,3,2,14676,15,10,26
ID_066,2021-08-04,4,2,14677,15,10,26
ID_066,2021-08-17,5,2,21703,15,81,35
ID_066,2021-09-02,6,2,25080,18,86,54
ID_066,2021-09-07,9,17,39942,26,125,106
ID_066,2021-09-10,10,20,43020,29,134,128
ID_066,2021-09-29,11,20,43021,29,134,128
ID_066,2021-10-12,12,20,47973,38,154,143
ID_066,2021-10-13,14,25,68760,48,240,175
ID_066,2021-10-15,16,26,74687,48,249,198
ID_066,2021-10-21,17,27,81000,48,268,208
ID_066,2022-03-02,21,29,87761,48,325,231
ID_066,2022-03-03,23,29,92953,50,370,246
ID_066,2022-03-04,24,29,94962,50,376,253
ID_066,2022-03-05,25,31,99121,50,409,264
ID_066,2022-07-18,26,31,99125,50,409,265
ID_064,2021-07-19,5,2,12207,9,1,4
ID_064,2021-07-21,6,2,12208,9,1,4
ID_064,2021-08-09,12,2,12495,9,1,4
ID_064,2021-08-25,13,2,12524,9,1,4
ID_064,2021-08-26,14,3,15981,14,1,15
ID_064,2021-08-27,19,31,20761,32,15,96
ID_064,2021-08-29,25,34,27366,41,49,140
ID_064,2021-08-30,49,126,53935,114,358,524
ID_064,2021-08-31,86,193,129694,291,510,1021
ID_068,2021-07-20,4,0,11162,1,2,4
ID_068,2021-08-19,5,0,11234,1,2,4
ID_068,2021-08-24,6,0,11238,1,2,4
ID_068,2021-08-26,7,0,15666,4,7,18
ID_068,2021-09-01,8,0,15667,4,7,18
ID_068,2021-09-05,9,1,19034,9,10,33
ID_068,2021-09-06,13,2,22733,13,12,39
ID_068,2021-09-08,16,8,27190,17,14,66
ID_068,2021-09-09,21,34,35921,48,40,209
ID_068,2021-09-10,59,100,81916,162,133,572
ID_067,2021-07-29,1,6,7403,1,24,7
ID_067,2021-08-09,2,11,11893,3,25,29
ID_067,2021-08-11,5,23,26991,20,46,60
ID_067,2021-08-13,6,23,32681,20,57,74
ID_067,2021-08-24,7,23,36095,22,57,80
ID_067,2021-09-06,9,27,40918,25,63,91
ID_067,2021-09-19,10,27,52581,31,66,97
ID_067,2021-09-27,12,29,59617,39,104,123
ID_067,2021-09-28,13,29,59618,39,104,123
ID_067,2021-12-25,14,30,62007,45,121,126
ID_072,2021-08-19,2,0,5901,2,1,2
ID_072,2021-09-21,4,0,5906,2,1,2
ID_072,2021-09-22,6,0,5913,3,1,2
ID_072,2021-09-23,11,26,11398,20,21,45
ID_072,2021-09-24,13,26,11401,20,21,45
ID_072,2021-10-02,14,26,11402,20,21,45
ID_072,2021-10-14,15,26,11414,20,21,46
ID_072,2021-10-19,16,26,14944,28,27,69
ID_072,2021-10-20,17,40,18751,51,39,104
ID_072,2021-10-21,19,44,22037,54,42,118
ID_072,2021-10-22,21,44,22076,54,42,118
ID_072,2021-10-23,25,66,32409,67,82,184
ID_072,2021-10-24,33,68,44120,84,125,237
ID_073,2021-08-27,3,0,8515,5,13,1
ID_073,2021-09-26,4,4,12103,8,19,12
ID_073,2021-10-04,11,17,16097,147,42,73
ID_073,2021-10-05,13,29,20930,191,70,130
ID_073,2021-10-06,14,29,20931,191,70,130
ID_073,2021-10-07,36,62,36600,225,112,276
ID_073,2021-10-08,55,85,66912,291,201,440
ID_070,2021-08-16,1,2,5319,5,8,4
ID_070,2021-08-29,2,13,14403,11,23,19
ID_070,2021-09-29,3,13,14404,11,23,19
ID_070,2021-10-05,4,13,14407,11,23,19
ID_070,2021-10-07,5,13,14408,11,23,19
ID_070,2021-10-09,7,13,14417,11,23,19
ID_070,2021-10-10,8,13,14419,12,23,19
ID_070,2021-10-11,33,15,14490,13,24,20
ID_070,2021-10-12,113,16,16574,13,36,22
ID_070,2021-10-13,114,16,16644,13,36,22
ID_069,2021-08-17,2,6,9532,16,12,10
ID_069,2021-08-25,3,6,12185,17,13,17
ID_069,2021-09-07,5,6,15142,22,16,28
ID_069,2021-09-08,6,6,17292,26,18,39
ID_069,2021-09-09,7,6,17333,26,18,39
ID_069,2021-09-10,8,7,20185,27,20,51
ID_069,2021-09-12,9,7,20188,27,20,51
ID_069,2021-09-16,10,7,23967,30,25,64
ID_069,2021-09-17,11,7,26648,33,27,75
ID_069,2021-09-18,12,7,29389,38,30,84
ID_069,2021-09-23,13,7,29399,38,30,86
ID_069,2021-09-24,14,8,32587,42,35,92
ID_069,2021-09-28,15,8,36603,46,48,101
ID_069,2021-09-29,16,12,40569,54,61,110
ID_069,2021-09-30,17,12,43833,56,70,119
ID_069,2021-10-19,18,12,46068,58,72,126
ID_069,2021-10-24,19,12,48726,58,77,130
ID_071,2021-08-30,1,1,6768,3,75,6
ID_071,2021-08-31,2,1,6770,3,75,6
ID_071,2021-09-02,3,3,12151,7,128,15
ID_071,2021-09-11,4,3,17421,8,176,29
ID_071,2021-09-14,6,5,22602,13,222,35
ID_071,2021-09-20,9,32,33168,18,360,67
ID_071,2021-09-29,10,32,33169,18,360,67
ID_071,2021-10-25,11,32,33170,18,360,67
ID_071,2021-12-29,12,32,40110,25,418,83
ID_074,2021-09-17,1,1,2222,1,0,5
ID_074,2021-09-18,3,7,8111,1,30,12
ID_074,2021-09-19,4,8,10314,1,30,21
ID_074,2021-09-23,5,8,11561,1,32,38
ID_074,2021-09-25,7,11,15337,3,32,57
ID_074,2021-09-27,8,11,18376,3,33,71
ID_074,2021-09-29,9,11,18377,3,33,71
ID_074,2021-10-13,10,11,18454,3,33,73
ID_074,2021-10-14,11,11,21618,3,34,87
ID_074,2021-10-15,12,11,24005,5,34,93
ID_074,2021-10-16,14,11,29910,13,38,107
ID_074,2021-10-18,15,18,34583,24,53,134
ID_074,2021-10-19,18,18,43356,24,71,161
ID_074,2021-10-21,19,18,43357,24,71,161
ID_075,2021-09-23,1,2,3094,0,14,2
ID_075,2021-09-29,2,2,3101,0,14,4
ID_075,2021-10-14,3,2,5393,0,15,12
ID_075,2021-10-15,4,2,5614,4,15,18
ID_075,2021-10-17,6,3,11633,9,29,32
ID_075,2021-10-19,11,3,26292,13,60,67
ID_076,2021-09-27,1,0,6304,0,82,12
ID_076,2021-09-30,3,0,10283,9,91,41
ID_076,2021-10-01,4,0,10284,9,91,41
ID_076,2021-10-21,5,1,12559,11,105,51
ID_076,2021-10-25,6,4,16033,14,110,69
ID_076,2021-10-28,7,14,21369,18,160,95
ID_076,2021-11-10,8,21,26868,20,216,113
ID_077,2021-10-11,1,0,3372,1,17,2
ID_077,2021-10-20,2,2,6778,1,35,14
ID_077,2021-12-24,3,3,9386,2,35,21
ID_077,2021-12-27,4,3,14476,2,102,29
ID_077,2023-05-11,5,3,14598,2,102,29
ID_078,2021-10-11,1,0,5181,2,48,12
ID_078,2021-10-22,2,1,8770,2,90,27
ID_078,2021-10-25,3,1,13475,3,126,38
ID_078,2022-02-19,4,3,15626,3,144,44
ID_079,2021-10-13,1,1,3316,1,15,5
ID_079,2021-10-22,2,3,6326,4,15,12
ID_079,2021-10-23,4,3,12667,4,48,32
ID_079,2021-10-24,6,3,20029,9,76,48
ID_079,2021-10-25,9,10,30705,17,148,89
ID_082,2021-11-23,1,2,4061,0,143,16
ID_082,2021-11-30,2,9,5406,3,158,22
ID_082,2021-12-01,3,15,7620,6,197,36
ID_082,2021-12-03,4,29,9166,9,209,51
ID_082,2021-12-17,5,31,11800,9,294,68
ID_082,2021-12-18,6,46,12914,12,305,83
ID_082,2021-12-21,9,49,21810,19,386,117
ID_081,2021-11-15,2,5,9259,1,204,37
ID_081,2021-11-16,3,11,12097,4,255,61
ID_081,2021-11-17,4,11,12098,4,255,61
ID_081,2021-11-19,5,27,36041,9,397,95
ID_081,2021-11-23,6,27,40983,13,456,115
ID_081,2021-12-08,7,30,43537,13,471,119
ID_081,2021-12-09,11,44,60187,17,603,170
ID_080,2021-11-05,1,1,4550,1,119,10
ID_080,2021-11-08,2,1,9794,3,234,20
ID_080,2021-12-03,4,7,13952,10,242,39
ID_080,2021-12-04,5,9,15608,14,272,50
ID_080,2021-12-06,8,16,20973,20,288,77
ID_080,2021-12-07,13,26,27700,35,315,110
ID_080,2021-12-08,30,53,53761,101,548,236
ID_080,2021-12-15,31,53,55385,102,574,243
ID_080,2022-01-11,32,58,57719,102,582,254
ID_086,2021-12-03,1,0,5,0,0,0
ID_086,2021-12-06,2,0,5678,2,189,10
ID_086,2021-12-12,3,1,11652,6,271,31
ID_086,2021-12-15,4,1,11653,6,271,31
ID_086,2021-12-16,5,2,16147,6,303,48
ID_086,2021-12-19,6,14,20917,11,336,99
ID_086,2021-12-21,10,37,33407,21,586,222
ID_086,2022-01-14,11,37,35416,21,591,244
ID_086,2022-01-21,12,37,36707,21,592,246
ID_086,2022-01-24,13,37,38984,22,597,255
ID_086,2022-01-27,14,37,41441,22,603,265
ID_086,2022-01-28,15,37,44610,24,607,275
ID_086,2022-01-29,17,41,49447,26,616,295
ID_086,2022-01-30,20,41,54783,30,624,313
ID_086,2022-02-02,23,50,59765,36,640,356
ID_086,2022-02-09,27,50,59848,36,640,356
ID_086,2022-02-10,34,51,59963,36,640,356
ID_085,2021-12-03,1,0,3,0,0,0
ID_085,2021-12-06,2,1,5039,1,228,17
ID_085,2022-01-03,3,6,7083,3,298,49
ID_085,2022-01-05,4,8,9450,4,343,66
ID_085,2022-01-06,5,12,10530,7,392,84
ID_085,2022-01-09,8,14,13198,7,424,100
ID_085,2022-01-21,9,14,15003,7,427,104
ID_085,2022-01-30,10,14,17753,8,455,122
ID_085,2022-02-02,11,15,20185,8,476,139
ID_085,2022-02-06,12,16,20212,8,476,139
ID_085,2022-02-07,16,16,20315,8,476,140
ID_085,2022-02-08,25,16,20475,8,476,140
ID_085,2022-02-10,35,18,20710,8,477,145
ID_085,2022-02-15,36,24,24519,8,568,174
ID_084,2021-12-06,3,0,7906,1,32,12
ID_084,2021-12-29,4,1,11631,4,53,24
ID_084,2022-01-04,5,1,14964,10,76,54
ID_084,2022-01-11,6,1,14965,10,76,54
ID_084,2022-01-13,7,31,15556,10,82,73
ID_084,2022-01-15,8,33,16812,10,93,82
ID_084,2022-01-19,9,33,16814,10,93,82
ID_084,2022-01-20,10,35,17024,13,97,88
ID_084,2022-01-21,11,35,18954,13,99,91
ID_084,2022-01-22,12,48,20757,13,106,111
ID_084,2022-01-23,13,49,22133,15,115,122
ID_084,2022-01-24,14,51,24532,16,148,139
ID_084,2022-01-25,25,106,35733,70,215,412
ID_084,2022-01-26,43,203,58068,134,329,795
ID_084,2022-01-27,74,210,75391,149,399,977
ID_084,2022-01-28,116,336,114987,220,503,1698
ID_083,2021-12-03,1,0,4843,0,207,15
ID_083,2021-12-19,2,0,8176,2,236,26
ID_083,2021-12-20,7,5,13521,13,302,76
ID_083,2021-12-21,11,10,23371,24,431,124
ID_083,2021-12-22,18,25,32307,48,496,183
ID_083,2021-12-23,31,27,50953,81,522,272
ID_083,2021-12-24,32,28,52285,82,522,280
ID_083,2021-12-27,34,29,55842,82,522,294
ID_083,2022-01-16,35,29,58268,83,527,303
ID_083,2022-01-23,36,30,61242,85,542,313
ID_083,2022-01-27,37,30,61243,85,542,313
ID_083,2022-04-01,38,30,63207,85,544,320
ID_083,2022-04-02,41,30,65748,85,549,327
